DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;STIMBERECHTIGTE;EINGELEGTE_STIMMZETTEL;LEERE_STIMMEN;UNGUELTIGE_STIMMZETTEL;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG;JA_STIMMEN_PROZENT
14.01.1866;Mass und Gewicht;3;Obligatorisches Referendum;;;;;16520;13969;2551;;84.6
14.01.1866;Gleichstellung der Bürger im Bezug auf Niederlassung und Gesezgebung;3;Obligatorisches Referendum;;;;;16587;14144;2443;;85.3
14.01.1866;Stimmrecht der Niedergelassenen in Gemeindesachen;3;Obligatorisches Referendum;;;;;16689;14182;2507;;85
14.01.1866;Besteuerung und zivilrechtliche Verhältnisse der Niedergelassenen;3;Obligatorisches Referendum;;;;;16613;13477;3136;;81.1
14.01.1866;Stimmrecht der Niedergelassenen in kantonalen Angelegenheiten;3;Obligatorisches Referendum;;;;;16630;14459;2171;;86.9
14.01.1866;Glaubens- und Kultusfreiheit;3;Obligatorisches Referendum;;;;;16725;13496;3229;;80.7
14.01.1866;Ausschluss einzelner Straftaten;3;Obligatorisches Referendum;;;;;16628;11932;4696;;71.8
14.01.1866;Schutz des geistigen Eigentums;3;Obligatorisches Referendum;;;;;16639;12933;3706;;77.7
14.01.1866;Verbot der Lotterie und Hasardspiele;3;Obligatorisches Referendum;;;;;16643;12860;3783;;77.3
12.05.1872;Totalrevision;3;Obligatorisches Referendum;;;;;20951;17484;3467;;83.5
19.04.1874;Totalrevision;3;Obligatorisches Referendum;;;;;21993;18232;3761;;82.9
23.05.1875;Bundesgesez betreffend Feststellung und Beurkundung des Zivilstandes und der Ehe;4;Fakultatives Referendum;;;;;16904;11986;4918;;70.9
23.05.1875;Bundesgesez über die politische Stimmberechtigung der Schweizerbürger;4;Fakultatives Referendum;;;;;16747;12061;4686;;72
23.04.1876;Bundesgesez über die Ausgabe und Einlösung von Banknoten;4;Fakultatives Referendum;;;;;15627;7811;7816;;50
09.07.1876;Bundesgesez betreffend die Militärpflichtersatzsteuer;4;Fakultatives Referendum;;;;;15385;10511;4874;;68.3
21.10.1877;Bundesgesez betreffend die Arbeit in den Fabriken;4;Fakultatives Referendum;;;;;16134;9279;6855;;57.5
21.10.1877;Bundesgesez betreffend den Militärpflichtersaz;4;Fakultatives Referendum;;;;;16073;10771;5302;;67
21.10.1877;Bundesgesez betreffend die politischen Rechte der Niedergelassenen und Aufenthalter und den Verlust der politischen Rechte der Schweizerbürger;4;Fakultatives Referendum;;;;;15963;9424;6539;;59
19.01.1879;Bundesgesez betreffend Gewährung von Subsidien für Alpenbahnen;4;Fakultatives Referendum;23866;;;;18130;16315;1815;;90
18.05.1879;Bundesbeschluss betreffend Abänderung von Artikel 65 der Bundesverfassung (Todesstrafe);3;Obligatorisches Referendum;23910;;;;18068;8529;9539;;47.2
31.10.1880;Bundesbeschluss betreffend den durch das Volksgehren vom 3. August 1880 gestellten Antrag auf Revision der Bundesverfassung;1;Volksinitiative;;;;;18744;5987;12757;;31.9
30.07.1882;Bundesbeschluss betreffend den Erfindungsschutz;3;Obligatorisches Referendum;;;;;15722;7845;7877;;49.9
30.07.1882;Bundesgesez betreffend Massnahmen gegen gemeingefährlich Epidemien;4;Fakultatives Referendum;;;;;16554;4517;12037;;27.3
26.11.1882;Bundesbeschluss betreffend die Vollziehung des Artikels 27 der Bundesverfassung (Unterrichtswesen);3;Obligatorisches Referendum;;;;;18661;10512;8149;;56.3
11.05.1884;Bundesgesetz betreffend die Organisation des eidgenössischen Justiz- und Polizeidepartements;4;Fakultatives Referendum;23630;15708;;;15459;8046;7413;66.5;52
11.05.1884;Bundesbeschluss betreffend die Patenttaxen der Handelsreisenden;4;Fakultatives Referendum;23630;15708;;;15350;8805;6545;66.5;57.4
11.05.1884;Bundesgesetz betreffend die Ergänzung des Bundesstrafrechts;4;Fakultatives Referendum;23630;15708;;;15284;8681;6603;66.5;56.8
11.05.1884;Bundesbeschluss betreffend Gewährung eines Beitrags von 10'000 Franken an die Kanzleikosten der schweizerischen Gesandtschaft in Washington;4;Fakultatives Referendum;23630;15708;;;14988;6983;8005;66.5;46.6
25.10.1885;Bundesbeschluss betreffend teilweise Aenderung der Bundesverfassung der schweizerischen Eidgenossenschaft (Wirtschaftswesen und Alkoholfrage);3;Obligatorisches Referendum;;16593;;;16593;10298;6295;;62.1
15.05.1887;Bundesgesetz betreffend gebrannte Wasser;4;Fakultatives Referendum;24081;16847;;;16847;12583;4264;70;74.7
10.07.1887;Bundesbeschluss betreffend Ergänzung des Artikels 64 der Bundesverfassung;3;Obligatorisches Referendum;24211;15502;;;15219;11817;3402;64;77.6
17.11.1889;Bundesgesetz über Schuldbetreibung und Konkurs;4;Fakultatives Referendum;24133;18124;;;17922;10756;7166;75.1;60
26.10.1890;Bundesbeschluss betreffend Ergänzung der Bundesverfassung durch einen Zusatz bezüglich des Gesetzgebungsrechtes über Unfall- und Krankenversicherung;3;Obligatorisches Referendum;24083;16013;;;15567;12370;3197;66.5;79.5
15.03.1891;Bundesgesetz betreffend die arbeitsunfähig gewordenen eidgenössischen Beamten und Angestellten;4;Fakultatives Referendum;24125;18527;;;18401;1456;16945;76.8;7.9
05.07.1891;Bundesbeschluss betreffend Revision der Bundesverfassung (Einführung der Volksinitiative);3;Obligatorisches Referendum;24030;15250;;;14978;6815;8163;63.5;45.5
18.10.1891;Bundesbeschluss betreffend Revision von Art. 39 in der Bundesverfassung (Banknotenmonopol);3;Obligatorisches Referendum;;16776;;;16475;13465;3010;;81.7
18.10.1891;Bundesgesetz betreffend den schweizerischen Zolltarif;4;Fakultatives Referendum;;16701;;;16114;13124;2990;;81.4
06.12.1891;Bundesbeschluss betreffend den Ankauf der schweizerischen Centralbank;4;Fakultatives Referendum;24030;;;;16634;8208;8426;;49.3
20.08.1893;"Volksinitiative ""für ein Verbot des Schlachtens ohne vorherige Betäubung""";1;Volksinitiative;24051;15046;;;14845;11496;3349;62.6;77.4
04.03.1894;Bundesbeschluss betreffend Ergänzung der Bundesverfassung durch einen Zusatz bezüglich des Rechts der Gesetzgebung über das Gewerbewesen;3;Obligatorisches Referendum;23719;14057;;;13555;7136;6419;59.3;52.6
03.06.1894;"Volksinitiative ""zur Gewährleistung des Rechts auf Arbeit""";1;Volksinitiative;23982;15908;;;15694;2097;13597;66.3;13.4
04.11.1894;"Volksinitiative ""zur Abgabe eines Teils der Zolleinnahmen an die Kantone""";1;Volksinitiative;24083;18123;;;17957;3089;14868;75.3;17.2
03.02.1895;Bundesgesetz betreffend die Vertretung der Schweiz im Ausland;4;Fakultatives Referendum;24098;14480;;;14115;5724;8391;60.1;40.6
29.09.1895;Bundesbeschluss über die Ergänzung der Bundesverfassung durch Zusatzbestimmungen betreffend die Einführung des Zündhölzchenmonopols;3;Obligatorisches Referendum;23887;14727;;;14608;9092;5516;61.7;62.2
03.11.1895;Bundesbeschluss über die Revision der Militärartikel der Bundesverfassung;3;Obligatorisches Referendum;23999;17183;;;17171;9816;7355;71.6;57.2
04.10.1896;Bundesgesetz betreffend die Gewährleistung beim Viehhandel;4;Fakultatives Referendum;24302;16010;;;15532;8117;7415;65.9;52.3
04.10.1896;Bundesgesetz über das Rechnungswesen der Eisenbahnen;4;Fakultatives Referendum;24302;16023;;;15767;11260;4507;65.9;71.4
04.10.1896;Bundesgesetz betreffend die Disciplinarstrafordnung für die eidgenössische Armee;4;Fakultatives Referendum;24302;15997;;;15584;5289;10295;65.8;33.9
28.02.1897;Bundesgesetz über die Errichtung der schweizerischen Bundesbank;4;Fakultatives Referendum;24611;16668;;;16395;10931;5464;67.7;66.7
11.07.1897;Bundesbeschluss über die Revision des Art. 24 der Bundesverfassung (Wasserbau- und Forstpolizei);3;Obligatorisches Referendum;24456;13544;;;13120;8603;4517;55.4;65.6
11.07.1897;Bundesbeschluss betreffend Bundesgesetzgebung über den Verkehr mit Nahrungs- und Genussmitteln und mit solchen Gebrauchs- und Verbrauchsgegenständen, welche das Leben oder die Gesundheit gefährden können;3;Obligatorisches Referendum;24456;13543;;;13099;9268;3831;55.4;70.8
20.02.1898;Bundesgesetz betreffend die Erwerbung und den Betrieb von Eisenbahnen für Rechnung des Bundes und die Organisation der Verwaltung der schweizerischen Bundesbahnen;4;Fakultatives Referendum;24972;20904;;;20767;18588;2179;83.7;89.5
13.11.1898;Bundesbeschluss betreffend Revision des Artikels 64 der Bundesverfassung (Zivilrechtseinheit);3;Obligatorisches Referendum;24826;15149;;;14997;12403;2594;61;82.7
13.11.1898;Bundesbeschluss betreffend Aufnahme eines Artikels 64b in die Bundesverfassung (Strafrechtseinheit);3;Obligatorisches Referendum;24826;15381;;;14964;12380;2584;62;82.7
20.05.1900;Bundesgesetz betreffend die Kranken- und Unfallversicherung mit Einschluss der Militärversicherung;4;Fakultatives Referendum;25616;19142;;;18954;5794;13160;74.7;30.6
04.11.1900;"Volksinitiative ""für die Proporzwahl des Nationalrates""";1;Volksinitiative;25694;17544;;;17056;4705;12351;68.3;27.6
04.11.1900;"Volksinitiative ""für die Volkswahl des Bundesrates und die Vermehrung der Mitgliederzahl""";1;Volksinitiative;25694;17518;;;17163;4346;12817;68.2;25.3
23.11.1902;Bundesbeschluss betreffend die Unterstützung der öffentlichen Primarschulen durch den Bund;3;Obligatorisches Referendum;25876;16038;;;15668;11024;4644;62;70.4
15.03.1903;Bundesgesetz betreffend den schweizerischen Zolltarif;4;Fakultatives Referendum;26675;20674;;;20519;15444;5075;77.5;75.3
25.10.1903;Bundesgesetz betreffend Ergänzung des Bundesgesetzes über das Bundesstrafrecht der schweizerischen Eidgenossenschaft;4;Fakultatives Referendum;26425;16198;;;15700;5209;10491;61.3;33.2
25.10.1903;"Volksinitiative ""für die Wahl des Nationalrates aufgrund der Schweizer Wohnbevölkerung""";1;Volksinitiative;26425;16208;;;15877;3061;12816;61.3;19.3
25.10.1903;Bundesbeschluss betreffend Abänderung des Art. 32bis der Bundesverfassung (Alkoholartikel);3;Obligatorisches Referendum;26425;16212;;;15734;6192;9542;61.4;39.4
19.03.1905;Bundesbeschluss betreffend Revision des Art. 64 der Bundesverfassung (Ausdehnung des Erfinderschutzes);3;Obligatorisches Referendum;27004;20780;;;19601;14374;5227;77;73.3
10.06.1906;Bundesgesetz betreffend den Verkehr mit Lebensmitteln und Gebrauchsgegenständen;4;Fakultatives Referendum;27274;21622;;;20948;13756;7192;79.3;65.7
03.11.1907;Militärorganisation der schweizerischen Eidgenossenschaft;4;Fakultatives Referendum;28305;25389;;;25117;16639;8478;89.7;66.2
05.07.1908;Bundesbeschluss betreffend Ergänzung der Bundesverfassung bezüglich des Rechts der Gesetzgebung über das Gewerbewesen;3;Obligatorisches Referendum;27627;22462;;;19856;13214;6642;81.3;66.5
05.07.1908;"Volksinitiative ""für ein Absinthverbot""";1;Volksinitiative;27627;22508;;;21530;14105;7425;81.5;65.5
25.10.1908;Bundesbeschluss betreffend die Gesetzgebung des Bundes über die Nutzbarmachung der Wasserkräfte und über die Fortleitung und die Abgabe der elektrischen Energie (Gegenentwurf: Aufnahme eines Zusatzartikels 24bis in die Bundesverfassung);3;Obligatorisches Referendum;27596;21416;;;19906;16263;3643;77.6;81.7
23.10.1910;"Volksinitiative ""für die Proporzwahl des Nationalrates""";1;Volksinitiative;28784;24713;;;24102;9153;14949;85.9;38
04.02.1912;Bundesgesetz über die Kranken- und Unfallversicherung;4;Fakultatives Referendum;29518;25243;;;24653;11110;13543;85.5;45.1
04.05.1913;Bundesbeschluss betreffend Revision der Artikel 69 und 31, 2. Absatz, lit.d., der Bundesverfassung (Bekämpfung menschlicher und tierischer Krankheiten);3;Obligatorisches Referendum;28980;21984;;;19675;8944;10731;75.9;45.5
25.10.1914;Bundesbeschluss betreffend Revision von Art. 103 der Bundesverfassung und Aufnahme eines Artikels 114bis in die Bundesverfassung (Gerichtsbarkeit);3;Obligatorisches Referendum;29102;22056;;;19079;10012;9067;75.8;52.5
06.06.1915;Bundesbeschluss betreffend Erlass eines Artikels der Bundesverfassung zur Erhebung einer einmaligen Kriegssteuer;3;Obligatorisches Referendum;29410;24141;;;23537;21846;1691;82.1;92.8
13.05.1917;Bundesbeschluss betreffend die Einführung eines Art. 41bis und eines Artikels 42, lit.g, in die Bundesverfassung (Stempelabgabe);3;Obligatorisches Referendum;30525;23516;;;21730;12629;9101;77;58.1
02.06.1918;"Volksinitiative ""für die Einführung der direkten Bundessteuer""";1;Volksinitiative;31588;26201;;;25330;11608;13722;82.9;45.8
13.10.1918;"Volksinitiative ""für die Proporzwahl des Nationalrates""";1;Volksinitiative;31510;25269;;;24288;10857;13431;80.2;44.7
04.05.1919;Bundesbeschluss betreffend Aufnahme eines Art. 24ter in die Bundesverfassung (Schiffahrt);3;Obligatorisches Referendum;31667;25205;;;23363;18807;4556;79.6;80.5
04.05.1919;Bundesbeschluss betreffend Erlass eines Artikels der Bundesverfassung über die Erhebung einer neuen ausserordentlichen Kriegssteuer;3;Obligatorisches Referendum;31667;25212;;;23517;16847;6670;79.6;71.6
10.08.1919;Bundesbeschluss betreffend die Aufnahme von Uebergangsbestimmungen zu Art. 73 der Bundesverfassung (Wahlen in den National- und Bundesrat);3;Obligatorisches Referendum;31888;22349;;;18860;10116;8744;70.1;53.6
21.03.1920;Bundesgesetz betreffend die Ordnung des Arbeitsverhältnisses;4;Fakultatives Referendum;32636;25550;;;22286;10494;11792;78.3;47.1
21.03.1920;"Volksinitiative ""für ein Verbot der Errichtung von Spielbanken""";2;Volksinitiative mit Gegenentwurf: Initiative;32636;21426;;;20889;11633;9256;65.7;55.7
21.03.1920;"Gegenentwurf zur Volksinitiative ""für ein Verbot der Errichtung von Spielbanken""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;32636;21426;;;19206;3922;15284;65.7;20.4
16.05.1920;Bundesbeschluss betreffend den Beitritt der Schweiz zum Völkerbund;5;Plebiszit;32904;28658;;;27689;16225;11464;87.1;58.6
31.10.1920;Bundesgesetz betreffen die Arbeitszeit beim Betriebe der Eisenbahnen und anderer Verkehrsanstalten;4;Fakultatives Referendum;32735;27466;;;26562;13046;13516;83.9;49.1
30.01.1921;"Volksinitiative ""für die Unterstellung von unbefristeten oder für eine Dauer von mehr als 15 Jahren abgeschlossenen Staatsverträgen unter das Referendum (Staatsvertragsreferendum)""";1;Volksinitiative;32998;27189;;;25216;11802;13414;82.4;46.8
30.01.1921;"Volksinitiative ""für die Aufhebung der Militärjustiz""";1;Volksinitiative;32998;27189;;;26011;5358;20653;82.4;20.6
22.05.1921;Bundesbeschluss betreffend die Aufnahme eines Art. 37bis und eines Art. 37ter in die Bundesverfassung (Automobil- und Fahrradverkehr, Luftschiffahrt);3;Obligatorisches Referendum;32857;25417;;;22838;13836;9002;77.4;60.6
22.05.1921;Bundesbeschluss betreffend Aufnahme eines Artikels 37ter (Luftschiffahrt) in die Bundesverfassung;3;Obligatorisches Referendum;32857;25433;;;22507;12773;9734;77.4;56.8
11.06.1922;"Volksinitiative ""betreffend die Erlangung des Schweizerbürgerrechts, Teil I""";1;Volksinitiative;32651;24500;;;21852;3208;18644;75;14.7
11.06.1922;"Volksinitiative ""betreffend die Ausweisung von Ausländern, Teil II""";1;Volksinitiative;32651;24500;;;22068;7429;14639;75;33.7
11.06.1922;"Volksinitiative ""betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat""";1;Volksinitiative;32651;24500;;;22041;5836;16205;75;26.5
24.09.1922;Bundesgesetz betreffend Abänderung des Bundesstrafrechts in Bezug auf Verbrechen gegen die verfassungsmässige Ordnung und innere Sicherheit und in Bezug auf die Einführung des bedingten Strafvollzugs;4;Fakultatives Referendum;33369;30053;;;29349;15563;13786;90.1;53
03.12.1922;"Volksinitiative ""für die einmalige Vermögensabgabe""";1;Volksinitiative;33790;31274;;;30773;2773;28000;92.6;9
18.02.1923;"Volksinitiative ""Schutzhaft""";1;Volksinitiative;33705;27268;;;25184;2465;22719;80.9;9.8
18.02.1923;Bundesbeschluss über die Ratifikation des am 7. August 1921 in Paris unterzeichnete Abkommens zwischen der Schweiz und Frankreich zur Regelung der Handelsbeziehungen und des freundnachbarlichen Grenzverkehrs zwischen ehemaligen Freizonen Hochsavoyens sowie der Landschaft Grex und den angrenzenden schweizerischen Kantonen;4;Fakultatives Referendum;33705;27302;;;25361;3781;21580;81;14.9
15.04.1923;"Volksinitiative ""zur Wahrung der Volksrechte in Zollfragen""";1;Volksinitiative;33578;27675;;;26680;4866;21814;82.4;18.2
03.06.1923;Bundesbeschluss betreffend die Revision der Art. 31 und Art. 32bis (Alkoholwesen) der Bundesverfassung;3;Obligatorisches Referendum;33505;26139;;;24924;13672;11252;78;54.9
17.02.1924;Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes;4;Fakultatives Referendum;33918;29776;;;29142;15317;13825;87.8;52.6
24.05.1925;"Volksinitiative ""für eine Invaliditäts-, Alters- und Hinterlassenenversicherung AHV""";1;Volksinitiative;33856;27445;;;26269;8264;18005;81.1;31.5
25.10.1925;Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer;3;Obligatorisches Referendum;34279;27344;;;24511;16012;8499;79.8;65.3
06.12.1925;Bundesbeschluss betreffend die Alters-, Hinterlassenen- und Invalidenversicherung;3;Obligatorisches Referendum;34293;27949;;;26962;16662;10300;81.5;61.8
05.12.1926;Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes;3;Obligatorisches Referendum;34705;29965;;;29203;14525;14678;86.3;49.7
15.05.1927;Bundesbeschluss betreffend die Abänderung der Artikels 30 der Bundesverfassung (Internationale Alpenstrasse);3;Obligatorisches Referendum;34575;26368;;;23937;13404;10533;76.3;56
15.05.1927;Bundesgesetz über den Automobil- und Fahrradverkehr;4;Fakultatives Referendum;34575;26434;;;24797;12802;11995;76.5;51.6
20.05.1928;Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Ueberfremdung);3;Obligatorisches Referendum;34787;25682;;;23259;17933;5326;73.8;77.1
02.12.1928;"Volksinitiative ""Kurssaalspiele (Spielbanken)""";1;Volksinitiative;35535;26296;;;24243;11992;12251;74;49.5
03.03.1929;"Volksinitiative ""Getreideversorgung""";2;Volksinitiative mit Gegenentwurf: Initiative;35638;28387;;;26722;672;25890;79.7;2.5
03.03.1929;"Gegenentwurf zur Volksinitiative ""Getreideversorgung""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;35638;28387;;;26722;19055;7426;79.7;72
03.03.1929;Bundesgesetz betreffend die Abänderung von Art. 14 des Bundesgesetzes betreffend den schweizerischen Zolltarif;4;Fakultatives Referendum;35638;28387;;;26384;18693;7691;79.7;70.8
12.05.1929;"Volksinitiative ""betreffend die Gesetzgebung über den Strassenverkehr""";1;Volksinitiative;35548;27140;;;25208;8242;16966;76.3;32.7
12.05.1929;Volksbegehren für das Kantons- und Gemeindeverbotsrecht für gebrannte Wasser, die zum Genuss bestimmt sind;1;Volksinitiative;35548;27279;;;26056;6988;19068;76.7;26.8
06.04.1930;Bundesbeschluss betreffend die Revision der Art. 31 und Art. 32bis der Bundesverfassung (Alkoholwesen) ;3;Obligatorisches Referendum;35420;30036;;;29351;19484;9867;84.8;66.4
08.02.1931;Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot) (Gegenentwurf);3;Obligatorisches Referendum;35470;23783;;;21601;17509;4092;67.1;81.1
15.03.1931;Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrates);3;Obligatorisches Referendum;35496;25568;;;23259;15546;7713;72;66.8
15.03.1931;Bundesbeschluss über die Revision der Art. 76, 96, Abs.1, und 105, Abs.2, der Bundesverfassung (Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers);3;Obligatorisches Referendum;35496;25568;;;23304;10305;12999;72;44.2
06.12.1931;Bundesgesetz über die Alters- und Hinterlassenversicherung;4;Fakultatives Referendum;35921;31256;;;30279;13252;17027;87;43.8
06.12.1931;Bundesgesetz über die Besteuerung des Tabaks;4;Fakultatives Referendum;35921;31256;;;30411;16252;14159;87;53.4
28.05.1933;Bundesgesetz über die vorübergehende Herabsetzung der Besoldung, Gehälter und Löhne der im Dienste des Bundes stehenden Personen;4;Fakultatives Referendum;36629;32120;;;31433;19305;12128;87.7;61.4
11.03.1934;Bundesgesetz über den Schutz der öffentlichen Ordnung;4;Fakultatives Referendum;37128;32367;;;31535;16324;15211;87.2;51.8
24.02.1935;Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung);4;Fakultatives Referendum;37925;32903;;;32129;20823;11306;86.8;64.8
05.05.1935;Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz);4;Fakultatives Referendum;37775;29839;;;27912;9771;18141;79;35
02.06.1935;"Volksinitiative ""zur Bekämpfung der Wirtschaftskrise""";1;Volksinitiative;38278;34202;;;33205;12394;20811;89.4;37.3
08.09.1935;"Volksinitiative ""für eine Totalrevision der Bundesverfassung""";1;Volksinitiative;38202;29776;;;28038;6664;21374;77.9;23.8
28.11.1937;"Volksinitiative ""für ein Verbot der Freimaurerei""";1;Volksinitiative;38971;29882;;;28097;5915;22182;76.7;21.1
20.02.1938;Bundesbeschluss über die Revision der Art. 107 und 116 der Bundesverfassung (Anerkennung des Rätoromanischen als Nationalsprache);3;Obligatorisches Referendum;39149;29093;;;26997;24877;2120;74.3;92.1
20.02.1938;"Volksinitiative ""betreffend die dringlichen Bundesbeschlüsse und die Wahrung der demokratischen Volksrechte""";1;Volksinitiative;39149;29093;;;24547;2881;21666;74.3;11.7
20.02.1938;"Volksinitiative ""Private Rüstungsindustrie""";2;Volksinitiative mit Gegenentwurf: Initiative;39149;29093;;;23573;2592;18748;74.3;12.1
20.02.1938;"Gegenentwurf zur Volksinitiative ""Private Rüstungsindustrie""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;39149;29093;;;23573;13307;8278;74.3;61.6
03.07.1938;Schweizerisches Strafgesetzbuch;4;Fakultatives Referendum;39252;29424;;;26994;16786;10208;75;62.2
27.11.1938;Bundesbeschluss betreffend die Übergangsordnung des Finanzhaushaltes;3;Obligatorisches Referendum;39408;31105;;;28739;20566;8173;78.9;71.6
22.01.1939;"Volksinitiative ""zur Wahrung der verfassungsmässigen Rechte der Bürger (Erweiterung der Verfassungsgerichtbarkeit)""";1;Volksinitiative;39383;28160;;;22719;4767;17952;71.5;21
22.01.1939;Bundesbeschluss über das Volksbegehren für Einschränkung der Anwendung der Dringlichkeitsklausel (Gegenentwurf);3;Obligatorisches Referendum;39383;28160;;;23392;11400;11992;71.5;48.7
04.06.1939;"Bundesbeschluss betreffend Ergänzung der Bundesverfassung für die Eröffnung und teilweise Deckung von Krediten zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit""";3;Obligatorisches Referendum;39298;29259;;;26951;20186;6765;74.5;74.9
03.12.1939;Bundesgesetz über die Änderung des Dienstverhältnisses und der Versicherung des Bundespersonals;4;Fakultatives Referendum;39528;30147;;;28959;7834;21125;76.3;27.1
01.12.1940;Bundesgesetz über die Abänderung der Art. 103 und 104 des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Einführung des obligatorischen militärischen Vorunterrichts);4;Fakultatives Referendum;40176;30844;;;29918;13416;16502;76.8;44.8
09.03.1941;"Volksinitiative ""zur Neuordnung des Alkoholwesens""";1;Volksinitiative;40408;29759;;;28403;8135;20268;73.6;28.6
25.01.1942;"Volksinitiative ""für die Wahl des Bundesrates durch das Volks und die Erhöhung der Mitgliederzahl""";1;Volksinitiative;40679;30577;;;29592;8014;21578;75.2;27.1
03.05.1942;"Volksinitiative ""für die Reorganisation des Nationalrates""";1;Volksinitiative;40706;29232;;;26933;9449;17484;71.8;35.1
29.10.1944;Bundesgesetz über den unlauteren Wettbewerb;4;Fakultatives Referendum;41929;27318;;;25663;14317;11346;65.2;55.8
21.01.1945;Bundesgesetz über die Schweizerischen Bundesbahnen;4;Fakultatives Referendum;42138;29453;;;28235;14430;13805;69.9;51.1
25.11.1945;"Bundesbeschluss über das Volksbegehren ""Für die Familie"" (Gegenentwurf)";3;Obligatorisches Referendum;42390;31087;;;29325;18387;10938;73.3;62.7
10.02.1946;Bundesbeschluss über das Volksbegehren betreffend eine Gütertransportordnung (Gegenentwurf);3;Obligatorisches Referendum;42603;33016;;;31988;9763;22225;77.5;30.5
08.12.1946;"Volksbegehren betreffend das ""Recht auf Arbeit""";1;Volksinitiative;42757;29919;;;27975;4770;23205;70;17.1
18.05.1947;"Volksbegehren betreffend ""Wirtschaftsreform und Rechte der Arbeit""";1;Volksinitiative;42806;33100;;;31615;7864;23751;77.3;24.9
06.07.1947;Bundesbeschluss über eine Revision der Wirtschaftsartikel der Bundesverfassung;3;Obligatorisches Referendum;43139;38493;;;37399;22059;15340;89.2;59
06.07.1947;Bundesgesetz über die Alters- und Hinterlassenversicherung;4;Fakultatives Referendum;43139;38492;;;37942;28855;9087;89.2;76.1
14.03.1948;Bundesbeschluss über die Ordnung der schweizerischen Zuckerwirtschaft;4;Fakultatives Referendum;43140;33451;;;32156;13872;18284;77.5;43.1
22.05.1949;Bundesbeschluss über die Revision von Artikel 29 der Bundesverfassung betreffend die Schweizerische Nationalbank;3;Obligatorisches Referendum;42929;32718;;;29774;10242;19532;76.2;34.4
22.05.1949;Bundesgesetz über die Ergänzung des Bundesgesetzes vom 13. Juni 1928 betreffend Massnahmen gegen Tuberkulose;4;Fakultatives Referendum;42929;32718;;;31450;7266;24184;76.2;23.1
11.09.1949;"Volksinitiative ""für die Rückkehr zur direkten Demokratie""";1;Volksinitiative;43087;28454;;;25562;9780;15782;66;38.3
11.12.1949;Bundesgesetz betreffend Abänderung des Bundesgesetzes vom 30. Juni 1927 über das Dienstverhältnis der Bundesbeamten;4;Fakultatives Referendum;43202;36360;;;35545;14022;21523;84.2;39.4
29.01.1950;Bundesbeschluss betreffend die Verlängerung der Geltungsdauer und die Abänderung des Bundesbeschlusses über Massnahmen zur Förderung der Wohnbautätigkeit;4;Fakultatives Referendum;43295;32640;;;31650;9289;22361;75.4;29.3
04.06.1950;Bundesbeschluss über die verfassungsmässige Neuordnung des Finanzhaushaltes des Bundes;3;Obligatorisches Referendum;43333;31554;;;30099;10301;19798;72.8;34.2
01.10.1950;"Volksinitiative ""zum Schutz des Bodens und der Arbeit durch Verhinderung der Spekulation""";1;Volksinitiative;43397;30064;;;28057;6480;21577;69.3;23.1
03.12.1950;Bundesbeschluss betreffend Abänderung des Artikels 72 der Bundesverfassung (Wahl des Nationalrates);3;Obligatorisches Referendum;43448;32457;;;28118;20245;7873;74.7;72
03.12.1950;Bundesbeschluss über die Finanzordnung 1951 bis 1954;3;Obligatorisches Referendum;43448;32471;;;30054;23103;6951;74.7;76.9
25.02.1951;Bundesbeschluss über den Transport von Personen und Sachen mit Motorfahrzeugen auf öffentlichen Strassen (Autotransportordnung);4;Fakultatives Referendum;43383;32111;;;30405;14828;15577;74;48.8
15.04.1951;Volksbegehren betreffend die Revision des Artikels 39 der Bundesverfassung (Freigeldinitiative);2;Volksinitiative mit Gegenentwurf: Initiative;43272;31985;;;29935;3756;25924;73.9;12.7
15.04.1951;Gegenentwurf zum Volksbegehren betreffend die Revision des Artikels 72 der Bundesverfassung (Freigeldinitiative);2;Volksinitiative mit Gegenentwurf: Gegenentwurf;43272;31985;;;29935;19642;9338;73.9;67.8
